State,Shape,Duration,Posted,,State,Shape,Duration,Posted,,State,Shape,Duration,Posted,,State,Shape,Duration,Posted,,State,Shape,Duration,Posted,,State,Shape,Duration,Posted,,State,Shape,Duration,Posted,,State,Shape,Duration,Posted,,State,Shape,Duration,Posted,,State,Shape,Duration,Posted,,State,Shape,Duration,Posted,,State,Shape,Duration,Posted,,State,Shape,Duration,Posted,,State,Shape,Duration,Posted,,State,Shape,Duration,Posted,,State,Shape,Duration,Posted,,State,Shape,Duration,Posted,,State,Shape,Duration,Posted,,State,Shape,Duration,Posted,,State,Shape,Duration,Posted,,State,Shape,Duration,Posted,,State,Shape,Duration,Posted,,State,Shape,Duration,Posted,,State,Shape,Duration,Posted,,State,Shape,Duration,Posted,,State,Shape,Duration,Posted,,State,Shape,Duration,Posted,,State,Shape,Duration,Posted,,State,Shape,Duration,Posted,,State,Shape,Duration,Posted,,State,Shape,Duration,Posted,,State,Shape,Duration,Posted,,State,Shape,Duration,Posted,,State,Shape,Duration,Posted,,State,Shape,Duration,Posted,,State,Shape,Duration,Posted,,State,Shape,Duration,Posted,,State,Shape,Duration,Posted,,State,Shape,Duration,Posted,,State,Shape,Duration,Posted,,State,Shape,Duration,Posted,,State,Shape,Duration,Posted,,State,Shape,Duration,Posted,,State,Shape,Duration,Posted,,State,Shape,Duration,Posted,,State,Shape,Duration,Posted,,State,Shape,Duration,Posted,,State,Shape,Duration,Posted,,State,Shape,Duration,Posted,,State,Shape,Duration,Posted,,State,Shape,Duration,Posted
AK,Oval,10 seconds,5/8/15,,AL,Light,1 hour +,8/13/15,,AR,Circle,15 seconds,7/17/15,,AZ,Unknown,2 hours,9/17/15,,CA,Disk,45 minutes +,9/25/15,,CO,Circle,~5 minutes,9/17/15,,CT,Light,45 minutes +,8/6/15,,DC,Triangle,10-15 minutes,2/4/13,,DE,Light,30 minutes,8/6/15,,FL,Flash,15 minutes,9/11/15,,GA,Light,15 minutes,9/11/15,,HI,Light,23 seconds,2/6/15,,IA,Sphere,1 minute,7/31/15,,ID,Light,5 minutes,8/13/15,,IL,Formation,60 seconds,9/17/15,,IN,Cross,ongoing,9/2/15,,KS,Diamond,2-3 minutes,7/23/15,,KY,Triangle,~1 minute,7/23/15,,LA,Light,40 seconds,8/6/15,,MA,Circle,10 seconds,9/11/15,,MD,Unknown,2 minutes,8/27/15,,ME,Sphere,~20 minutes,8/6/15,,MI,Light,,9/17/15,,MN,Circle,unknown (I was driving),8/27/15,,MO,Triangle,5 minutes,8/6/15,,MS,Triangle,15 minutes,8/13/15,,MT,Light,1 minute,7/3/15,,NC,Oval,8 seconds,8/27/15,,ND,Formation,5 minutes,4/17/15,,NE,Sphere,1 minute,4/17/15,,NH,Light,>30 minutes,8/27/15,,NJ,Triangle,5-7 minutes,8/27/15,,NM,Other,3-45 minutes,6/5/15,,NV,Sphere,Seconds,9/11/15,,NY,Circle,2 minutes,9/11/15,,OH,Diamond,30 minutes,9/17/15,,OK,Light,4 seconds,8/13/15,,OR,Light,Still happening,9/11/15,,PA,Cigar,2-3 minutes,9/11/15,,RI,Circle,20 minutes,8/13/15,,SC,Triangle,1 minute,8/27/15,,SD,Chevron,2,3/20/15,,TN,Circle,35 seconds,8/27/15,,TX,Triangle,3 minutes,9/17/15,,UT,Other,2-3 seconds,7/23/15,,VA,Flash,2 seconds,9/2/15,,VT,Oval,5,7/3/15,,WA,Unknown,~2 minutes,9/17/15,,WI,Diamond,2-3 minutes,9/17/15,,WV,Unknown,2 seconds,9/11/15,,WY,Light,2 minutes,6/5/15
AK,Unknown,30 seconds,4/8/15,,AL,Chevron,2 minutes,7/23/15,,AR,Light,current,7/3/15,,AZ,Light,hours,9/25/15,,CA,Chevron,8 seconds,9/25/15,,CO,Formation,5 seconds,9/17/15,,CT,Disk,6 seconds,7/31/15,,DC,Sphere,15:00,12/20/12,,DE,Triangle,30 seconds,7/23/15,,FL,Disk,,9/11/15,,GA,Fireball,1 minute,9/11/15,,HI,Sphere,2 hours,1/26/15,,IA,Formation,Hour,8/6/15,,ID,Sphere,6 seconds,7/23/15,,IL,Triangle,1 minute,9/17/15,,IN,Other,2 minutes,8/27/15,,KS,Triangle,5-10 minutes,7/23/15,,KY,Cigar,2-3 minutes,7/17/15,,LA,Cigar,5 minutes,7/31/15,,MA,Chevron,10 seconds,9/11/15,,MD,Cylinder,3 minutes,8/27/15,,ME,Circle,5 seconds,8/6/15,,MI,Fireball,,9/25/15,,MN,Oval,,8/27/15,,MO,Fireball,3 minutes,7/31/15,,MS,Fireball,5 minutes,7/6/15,,MT,Fireball,5 seconds,7/3/15,,NC,Formation,<1 minute,8/27/15,,ND,,4 minutes,1/7/15,,NE,Light,1 minute,4/3/15,,NH,Circle,10 minutes,8/27/15,,NJ,Fireball,4-5 minutes,8/27/15,,NM,Unknown,10 minutes,5/29/15,,NV,Disk,3 minutes,8/13/15,,NY,Formation,3 minutes,9/11/15,,OH,Light,30 seconds,9/11/15,,OK,Sphere,1 hour,8/13/15,,OR,Changing,2-3 minutes,9/17/15,,PA,Flash,90 minutes,9/11/15,,RI,Sphere,10 seconds,8/6/15,,SC,Triangle,1 minute,8/13/15,,SD,Diamond,on going,3/20/15,,TN,Light,,8/27/15,,,,,,,UT,Flash,2 seconds,8/13/15,,VA,Light,2-3 minutes,9/2/15,,VT,Circle,5 minutes,5/29/15,,WA,Unknown,10 minutes,9/17/15,,WI,Unknown,Ongoing,8/27/15,,WV,Unknown,Seconds,8/6/15,,WY,Other,7 minutes,5/8/15
AK,Flash,20 seconds,4/8/15,,AL,Fireball,1-2 minutes,7/17/15,,AR,Circle,23:30,5/29/15,,AZ,Circle,5 minutes,9/17/15,,CA,Changing,1+ hours,9/25/15,,CO,Triangle,30 seconds,9/17/15,,CT,Oval,5 minutes,7/3/15,,DC,Sphere,segundos,12/20/12,,DE,Circle,:20,6/15/15,,FL,Circle,15 minutes,9/11/15,,GA,Fireball,4 seconds,9/2/15,,HI,Fireball,5 minutes,1/26/15,,IA,Fireball,2 minutes,8/13/15,,ID,Changing,20 minutes,7/10/15,,IL,Light,3 minutes,9/11/15,,IN,Light,10,8/6/15,,KS,Unknown,.20/.45,7/10/15,,KY,Triangle,2 minutes,7/6/15,,LA,Triangle,3 minutes,7/23/15,,MA,Sphere,2-4 hours,9/11/15,,MD,Light,1 hour,8/27/15,,ME,Light,5 minutes,8/6/15,,MI,Sphere,3-5 minutes,9/11/15,,MN,Disk,5 minutes,9/2/15,,MO,Triangle,5 minutes,7/31/15,,MS,Formation,20 seconds,6/19/15,,MT,Circle,30 minutes,6/24/15,,NC,Unknown,2 minutes,9/2/15,,ND,Sphere,4 minutes,9/18/14,,NE,Changing,~3 minutes,5/22/15,,NH,Oval,1 minute,8/27/15,,NJ,Triangle,30 seconds,8/27/15,,NM,Sphere,10 minutes,5/29/15,,NV,Diamond,1 minute,8/13/15,,NY,Unknown,20 minutes,9/11/15,,OH,Light,30,9/11/15,,OK,Unknown,15 seconds,8/6/15,,OR,Flash,3 hours,9/11/15,,PA,Light,3 seconds,9/11/15,,RI,Sphere,30 seconds,7/31/15,,SC,Flash,5 minutes,7/31/15,,SD,Light,5 minutes,4/17/15,,TN,Flash,4 seconds,9/11/15,,,,,,,UT,Light,10-12 minutes,7/6/15,,VA,Light,20 seconds,9/2/15,,VT,Circle,10 minutes,5/29/15,,WA,Oval,15 minutes,9/17/15,,WI,Unknown,Intermittent,8/27/15,,WV,Triangle,15 minutes,8/6/15,,WY,Disk,1 second,4/30/15
AK,Disk,5 seconds,3/26/15,,AL,Fireball,9:25,7/17/15,,AR,Circle,11 minutes,5/22/15,,AZ,Other,2 hours,9/17/15,,CA,,5 minutes,9/25/15,,CO,Light,10 minutes,9/11/15,,CT,Sphere,10 minutes,7/3/15,,DC,Light,10 minutes,8/19/12,,DE,Circle,10 minutes,5/29/15,,FL,Circle,10 minutes,9/11/15,,GA,Circle,1 hour,9/2/15,,HI,Light,1 minutes,1/26/15,,IA,Sphere,1 second,7/23/15,,ID,Light,2 minutes,7/6/15,,IL,Light,,9/17/15,,IN,Unknown,google earth,7/31/15,,KS,Circle,5 minutes,7/6/15,,KY,Cross,30 minutes,7/3/15,,LA,Light,5 seconds,7/23/15,,MA,Fireball,5 minutes,9/11/15,,MD,Light,3 minutes,8/27/15,,ME,Light,5 seconds,7/31/15,,MI,Light,5-6 minutes,9/11/15,,MN,Circle,Minutes,8/27/15,,MO,Oval,2 minutes,9/2/15,,MS,Triangle,2 seconds,6/15/15,,MT,Light,2 and a half hours,6/5/15,,NC,Unknown,3 minutes,8/27/15,,ND,Flash,5 seconds,9/18/14,,NE,Rectangle,45 seconds,3/20/15,,NH,Unknown,1.25 minutes,8/27/15,,NJ,Circle,3 minutes,8/13/15,,NM,Unknown,Instant,5/22/15,,NV,Unknown,3 seconds,8/13/15,,NY,Flash,40 min,9/11/15,,OH,Fireball,4 minutes,9/11/15,,OK,Rectangle,1 minutes,7/23/15,,OR,Circle,45 seconds,9/11/15,,PA,Disk,30 minutes,9/11/15,,RI,Fireball,3 minutes,7/31/15,,SC,Disk,2 hours,7/31/15,,SD,Unknown,1 hour,1/7/15,,TN,Flash,4 seconds,9/11/15,,,,,,,UT,Unknown,3 minutes,7/3/15,,VA,,15 minutes,8/27/15,,VT,,15 minutes,5/8/15,,WA,Light,20 minutes,9/17/15,,WI,,20 minutes,8/27/15,,WV,Unknown,3 minutes,7/31/15,,WY,Fireball,on cy rd,3/6/15
AK,Fireball,a few seconds,3/26/15,,AL,Light,5 minutes,7/10/15,,AR,Flash,30,5/13/15,,AZ,Other,2 hours,9/11/15,,CA,Light,10 minutes,9/25/15,,CO,Triangle,15 seconds,9/11/15,,CT,Teardrop,2 seconds,6/24/15,,DC,Light,30 minutes,8/5/12,,DE,Triangle,15 seconds,4/17/15,,FL,Light,4 minutes,9/11/15,,GA,Formation,2 minutes,8/27/15,,HI,Light,45 minutes,1/7/15,,IA,Light,15 minutes,7/17/15,,ID,Light,1-4 seconds,7/3/15,,IL,Diamond,15-20 minutes,9/11/15,,IN,Circle,1 minute,7/31/15,,KS,Fireball,,7/10/15,,KY,Teardrop,20-25 seconds,7/3/15,,LA,Formation,3 minutes,7/17/15,,MA,Light,2 minutes,9/2/15,,MD,Fireball,45 seconds,8/27/15,,ME,Circle,5 minutes,7/23/15,,MI,Light,20 minutes,9/11/15,,MN,Unknown,30-40 seconds,8/27/15,,MO,Light,5 minutes,7/23/15,,MS,Circle,throughout the night,6/15/15,,MT,Unknown,1 minute,5/29/15,,NC,Circle,17 minutes,8/27/15,,ND,Cigar,5 minutes,8/1/14,,NE,,2 minutes,2/20/15,,NH,Light,15,8/27/15,,NJ,Unknown,12 minutes,8/27/15,,NM,Changing,Few seconds,5/22/15,,NV,Formation,5-8 minutes,8/6/15,,NY,Light,5 minutes,9/11/15,,OH,Fireball,2 minutes,9/11/15,,OK,Disk,2 minutes,7/10/15,,OR,Disk,3 minutes,9/11/15,,PA,Flash,15 minutes,9/11/15,,RI,Fireball,5-10 minutes,7/17/15,,SC,Triangle,15 minutes,7/23/15,,SD,Triangle,1 minute,11/14/14,,TN,Unknown,5 seconds,8/27/15,,,,,,,UT,Light,35 seconds,6/24/15,,VA,Light,5-7 minutes,8/27/15,,VT,Unknown,5 seconds,5/8/15,,WA,Light,30 seconds,9/17/15,,WI,Triangle,30 seconds,8/27/15,,WV,,4 minutes,7/23/15,,WY,Light,15 minutes,2/6/15
AK,Diamond,30 seconds,3/26/15,,AL,Fireball,1-2 minutes,7/6/15,,AR,Fireball,~3 seconds,5/13/15,,AZ,Light,2 minutes,9/17/15,,CA,Unknown,15 seconds,9/25/15,,CO,Circle,1 minute,9/11/15,,,,,,,DC,Changing,10-15 minutes,8/19/12,,DE,Light,25+ minutes,1/30/15,,FL,Light,6:30,9/2/15,,GA,Chevron,2 minutes,9/2/15,,HI,Disk,2 minutes,1/7/15,,IA,Light,20 seconds,7/6/15,,ID,Fireball,2 minutes,7/3/15,,IL,Oval,2 minutes,9/11/15,,IN,Circle,15 minutes,7/31/15,,KS,Light,45 minutes,7/10/15,,KY,Chevron,5 minutes,6/24/15,,LA,Unknown,8 minutes,7/17/15,,MA,Formation,15 minutes,8/27/15,,MD,Light,2 minutes,8/6/15,,ME,Oval,10 seconds,8/6/15,,MI,Light,2 nights,9/11/15,,MN,Oval,5-10 minutes,8/27/15,,MO,Other,20 minutes,9/2/15,,MS,Other,8 minutes,6/15/15,,MT,Unknown,1 minute,5/29/15,,NC,Circle,30 seconds,8/27/15,,ND,Light,10 minutes,7/26/14,,NE,Triangle,5 minutes,2/20/15,,NH,Formation,10 minutes,8/27/15,,NJ,Unknown,Ongoing,8/13/15,,NM,Disk,30 seconds,5/13/15,,NV,Sphere,5 minutes,8/6/15,,NY,Triangle,5,9/11/15,,OH,Fireball,10 minutes,9/11/15,,OK,Cylinder,5-10 seconds,7/10/15,,OR,Light,5 minutes,9/11/15,,PA,Light,3 seconds,9/11/15,,RI,Fireball,20 minutes,7/10/15,,SC,Unknown,4 minutes,7/23/15,,SD,Triangle,20 seconds,11/14/14,,TN,Light,15 minutes,8/13/15,,TX,Formation,48 hours,9/11/15,,UT,Formation,10 minutes,6/24/15,,VA,Changing,20 minutes,8/27/15,,VT,Disk,2 seconds,5/8/15,,WA,Other,1 minute,9/11/15,,WI,Sphere,5 minutes,8/27/15,,WV,Triangle,~3 minutes,7/31/15,,WY,Sphere,5 seconds,1/7/15
AK,Light,15 minutes,3/26/15,,AL,Other,1 minute,7/3/15,,AR,Light,45 minutes,4/30/15,,AZ,Fireball,90 seconds,9/11/15,,CA,Sphere,Few minutes,9/25/15,,CO,Sphere,30 seconds,9/2/15,,,,,,,DC,Light,15 minutes,8/5/12,,DE,Oval,2 minutes,11/26/14,,FL,Fireball,15 seconds,9/2/15,,GA,Formation,15 minutes,8/27/15,,HI,Circle,20 minutes,1/7/15,,IA,Light,15-20 minutes,7/3/15,,ID,Oval,1 minute,6/24/15,,IL,Sphere,15-20 seconds,9/11/15,,IN,Flash,30 seconds,7/31/15,,KS,Triangle,30 minutes,7/10/15,,KY,Unknown,3 minutes,6/19/15,,LA,Disk,2+ minutes,7/6/15,,MA,Fireball,15 seconds,8/27/15,,MD,Egg,2-3 minutes,8/6/15,,ME,Other,~10 minute +,7/17/15,,MI,Circle,2 minutes,9/2/15,,MN,Chevron,2 seconds,8/27/15,,MO,Cylinder,30-60 seconds,7/17/15,,MS,Chevron,1 hour,6/5/15,,MT,Light,2-3 minutes,5/22/15,,NC,Triangle,15 minutes,8/27/15,,ND,Oval,5 minutes,7/26/14,,NE,Circle,2 seconds,11/21/14,,NH,Light,15 seconds,8/6/15,,NJ,Fireball,~10 minutes,8/6/15,,NM,Circle,5 minutes,5/22/15,,NV,Unknown,1 minute,8/6/15,,NY,Formation,60 seconds,9/11/15,,OH,Light,5,9/2/15,,OK,Circle,3 minutes,7/10/15,,OR,Sphere,Brief,9/25/15,,PA,Sphere,5 minutes,9/11/15,,RI,Formation,5-7 minutes,7/6/15,,SC,Light,2 minutes,7/17/15,,SD,Formation,20 seconds,9/5/14,,TN,Circle,20 minutes,8/13/15,,TX,Circle,5 minutes,9/11/15,,UT,Light,>1 hour,6/19/15,,VA,Triangle,10 minutes,8/27/15,,VT,Light,30 seconds,5/8/15,,WA,Other,5 minutes,9/11/15,,WI,Unknown,3 minutes,8/13/15,,WV,Egg,5 minutes,7/10/15,,WY,Other,5 minutes,12/12/14
AK,Light,3-5 minutes,3/26/15,,AL,Light,20 minutes,6/19/15,,AR,Unknown,45 seconds,4/17/15,,AZ,Triangle,10 seconds,9/11/15,,CA,Circle,1 second,9/25/15,,CO,Light,Few seconds,9/2/15,,,,,,,DC,Sphere,5.5 seconds,8/5/12,,DE,Circle,40 seconds,11/21/14,,FL,Teardrop,2 minutes,9/2/15,,GA,Disk,90 seconds,8/27/15,,HI,Sphere,5+ minutes,1/7/15,,IA,Sphere,5-8 minutes,6/24/15,,ID,Other,30 minutes,6/15/15,,IL,Light,30 seconds,9/11/15,,IN,Unknown,sundown,7/23/15,,KS,Unknown,5 minutes,7/3/15,,KY,Circle,15 minutes,6/15/15,,LA,Formation,,7/3/15,,MA,Triangle,1 hour,8/27/15,,MD,Light,2 minutes,7/31/15,,ME,Cigar,3 minutes,7/10/15,,MI,Diamond,2 minutes,9/2/15,,MN,Light,3-5 minutes,8/27/15,,MO,Light,north,7/6/15,,MS,Circle,15 minutes,6/5/15,,MT,Light,<3 minutes,5/8/15,,NC,Unknown,12 seconds,8/13/15,,ND,Triangle,3-5 seconds,6/4/14,,NE,Flash,1 minute,11/21/14,,NH,Unknown,30 seconds,7/31/15,,NJ,Rectangle,5 minutes,8/6/15,,NM,Disk,2 minutes,5/8/15,,NV,Circle,Seconds,8/6/15,,NY,Changing,10 minutes,9/17/15,,OH,Triangle,10 minutes,9/2/15,,OK,Changing,16 minutes,7/17/15,,OR,Circle,75 seconds,9/2/15,,PA,Light,30 minutes,9/25/15,,RI,Light,~30 minutes,7/6/15,,SC,Teardrop,55 seconds,7/17/15,,SD,Fireball,1-2 minutes,9/5/14,,TN,Rectangle,2 minutes,8/13/15,,TX,Light,14 minutes,9/11/15,,UT,Fireball,6 minutes,6/19/15,,VA,Light,10 minutes,8/27/15,,VT,Triangle,1 minute,5/22/15,,WA,Light,5 minutes,9/11/15,,WI,Unknown,3 minutes,9/11/15,,WV,Cylinder,20 minutes,8/27/15,,WY,Unknown,60 seconds,11/14/14
AK,Other,15 seconds,3/20/15,,AL,Disk,1 minute,6/19/15,,AR,Light,~1 minute,4/17/15,,AZ,Fireball,4-5 seconds,9/2/15,,CA,Disk,1 minute,9/25/15,,CO,Fireball,1 minute,8/27/15,,,,,,,DC,Other,1 ML sec,7/4/12,,DE,Oval,20 seconds,11/21/14,,FL,Other,2 minutes,9/2/15,,GA,Formation,3 minutes,9/2/15,,HI,Circle,1 minute,12/18/14,,IA,Circle,3-5 minutes,6/15/15,,ID,Sphere,.25 hours,6/15/15,,IL,Circle,5 minutes,9/17/15,,IN,Triangle,5 minutes,7/23/15,,KS,Circle,20 minutes,5/8/15,,KY,Flash,2 minutes,6/15/15,,LA,Light,20 minutes,7/3/15,,MA,Light,20 seconds,8/27/15,,MD,Cylinder,15 minutes,7/31/15,,ME,Light,15 seconds,7/6/15,,MI,Circle,3 minutes,9/2/15,,MN,Formation,5 minutes,8/27/15,,MO,Light,10 minutes,7/6/15,,MS,Fireball,5 minutes,5/29/15,,MT,Chevron,10 minutes,5/13/15,,NC,Oval,30 seconds,8/13/15,,ND,Light,10 minutes,1/30/14,,NE,Light,15 minutes,11/14/14,,NH,Oval,3 minutes,7/23/15,,NJ,Triangle,2 minutes,8/6/15,,NM,Fireball,1 minutes,4/17/15,,NV,Sphere,1-2 minutes,7/23/15,,NY,Light,2 hours,9/11/15,,OH,Other,10-15 minutes,9/2/15,,OK,Cigar,10 seconds,6/15/15,,OR,Oval,30 seconds,8/27/15,,PA,Cylinder,2 minutes,9/11/15,,RI,Other,20 seconds,7/3/15,,SC,Light,25 minutes,7/17/15,,SD,Circle,5 minute,8/31/14,,TN,Unknown,3 seconds,8/13/15,,TX,Oval,5 seconds,9/11/15,,UT,Light,:15,6/5/15,,VA,,3 minutes,8/27/15,,VT,Light,1 minute,4/30/15,,WA,Oval,2+ minutes,9/11/15,,WI,Sphere,10 minutes,8/6/15,,WV,Oval,10 minutes,6/24/15,,WY,Sphere,Less than one half hour.,11/6/14
AK,Circle,,3/20/15,,AL,Light,5 minutes,6/15/15,,AR,Circle,95 seconds,4/3/15,,AZ,Sphere,5-10 minutes,8/27/15,,CA,Circle,1 hour,9/17/15,,CO,Rectangle,3 minutes,8/27/15,,CT,Changing,10 minutes,6/24/15,,DC,Sphere,3 seconds,5/29/12,,DE,Rectangle,15-20 minutes,11/21/14,,FL,Sphere,3 minutes,9/2/15,,GA,Cross,3 minutes,8/27/15,,HI,Light,2 hours,11/21/14,,IA,,,6/5/15,,ID,Formation,1.5,6/15/15,,IL,Fireball,20 seconds,9/11/15,,IN,Fireball,4 minutes,7/23/15,,KS,Unknown,3 seconds,4/8/15,,KY,Light,10 minutes,6/5/15,,LA,Rectangle,2-3 minutes,7/3/15,,MA,Teardrop,10 minutes,8/27/15,,MD,Cigar,5 minutes,7/31/15,,ME,Oval,2 minutes,7/10/15,,MI,Light,3 seconds,9/2/15,,MN,Circle,5 seconds,8/27/15,,MO,Oval,30 seconds,7/6/15,,MS,Changing,5 minutes,5/29/15,,MT,Changing,4 minutes,4/30/15,,NC,Triangle,3 seconds,8/13/15,,ND,Triangle,5 minutes,12/12/13,,NE,Light,10 minutes,11/14/14,,NH,Diamond,14 seconds,7/17/15,,NJ,Triangle,3 minutes,8/6/15,,NM,Sphere,30 minutes,4/8/15,,NV,Sphere,4-5 seconds,7/17/15,,NY,Light,2 hours,9/11/15,,OH,Circle,>40 minutes,9/2/15,,OK,Triangle,3 minutes,5/29/15,,OR,Sphere,,8/27/15,,PA,Light,1 minute,9/11/15,,RI,Light,5 minutes,7/3/15,,SC,Unknown,15,7/6/15,,SD,Circle,5 minutes,8/22/14,,TN,Fireball,2 minutes,8/13/15,,TX,Light,2-3 seconds,9/11/15,,UT,Sphere,15 minutes,6/5/15,,VA,Circle,3 minutes,8/27/15,,VT,Light,2 minutes,4/17/15,,WA,Circle,30 seconds,8/27/15,,WI,Unknown,2 minutes,7/31/15,,WV,Other,5 minutes,7/3/15,,WY,Triangle,5 minutes,11/6/14
AK,Light,5 minutes,3/20/15,,AL,Light,5 seconds,6/5/15,,AR,Triangle,10 seconds,3/26/15,,AZ,Flash,45 minutes,9/17/15,,CA,Oval,45 minutes,9/17/15,,CO,Light,All night,8/27/15,,CT,Egg,7 minutes,6/15/15,,DC,Light,3 minutes,5/13/12,,DE,Circle,20 minutes,11/6/14,,FL,Fireball,5 minutes,9/2/15,,GA,Circle,15 seconds,8/13/15,,HI,Fireball,5 seconds,11/14/14,,IA,Oval,5 minutes,5/29/15,,ID,Sphere,2 minutes,6/5/15,,IL,Light,1 minute,8/27/15,,IN,Sphere,25 minutes,7/6/15,,KS,Fireball,~1 minute,5/22/15,,KY,Light,2 seconds,5/29/15,,LA,Unknown,30-45 minutes,6/19/15,,MA,Light,2 minutes,8/27/15,,MD,Fireball,2 minutes,7/23/15,,ME,Circle,15 minutes,7/6/15,,MI,Disk,10 minutes,9/2/15,,MN,Circle,,8/27/15,,MO,Light,10 minutes,7/23/15,,MS,Fireball,,5/22/15,,MT,Chevron,15 seconds,4/23/15,,NC,Triangle,3 minutes,8/6/15,,ND,Cylinder,1hour,9/30/13,,NE,Fireball,2-3 seconds,11/6/14,,NH,Unknown,20,7/17/15,,NJ,Unknown,10 minutes,8/6/15,,NM,Light,2 hours,4/3/15,,NV,Disk,20 minutes,7/17/15,,NY,,20 seconds,9/2/15,,OH,Fireball,10 minutes,8/27/15,,OK,Other,5 minutes,6/5/15,,OR,Disk,40 minutes,9/2/15,,PA,Light,20 minutes,9/11/15,,RI,Light,2 seconds,6/15/15,,SC,Circle,>30 minutes,7/6/15,,SD,Light,4 minutes,8/22/14,,TN,Circle,10 minutes,8/6/15,,TX,Cigar,4 minutes,9/11/15,,UT,Triangle,30 minutes,7/31/15,,VA,Flash,2 seconds,8/6/15,,VT,Other,5 minutes,4/17/15,,WA,Flash,1 second,8/27/15,,WI,Sphere,3 minutes,7/31/15,,WV,Light,5 minutes,6/24/15,,WY,Circle,1-2 minutes,10/10/14
AK,Disk,1 hour,3/13/15,,AL,Unknown,5 minutes,5/13/15,,AR,Rectangle,~5 minutes,3/13/15,,AZ,Light,10 minutes,8/6/15,,CA,Cigar,3-5 minutes,9/17/15,,CO,Other,4 minutes,8/27/15,,CT,Circle,10 minutes,6/15/15,,DC,Other,8 to 10 seconds,2/3/12,,DE,Light,~10 minutes,11/6/14,,FL,Cigar,3 seconds,8/27/15,,GA,Disk,30 seconds,8/27/15,,HI,Light,6-8 seconds,11/14/14,,IA,Triangle,7 minutes,5/22/15,,ID,Other,2 hours+,5/29/15,,IL,Fireball,1 minute,8/27/15,,IN,Light,30 minutes,7/6/15,,KS,Oval,20 minutes,3/6/15,,KY,Cigar,5 minutes,5/22/15,,LA,Light,2 seconds,6/15/15,,MA,Circle,20 seconds,8/27/15,,MD,Sphere,2 minutes,7/17/15,,ME,Circle,3 minutes,6/24/15,,MI,Light,3-6 minutes,8/27/15,,MN,Oval,45 minutes,9/25/15,,MO,Other,25-30 seconds,7/6/15,,MS,Egg,7,4/17/15,,MT,Sphere,5 minutes,4/23/15,,NC,Sphere,30 seconds,8/6/15,,ND,Cigar,6 seconds,9/30/13,,NE,Formation,15 seconds,10/10/14,,NH,Circle,3 minutes,7/6/15,,NJ,Light,<1 minute,8/6/15,,NM,Light,20 minutes,4/8/15,,NV,Light,,7/17/15,,NY,Formation,3-5 minutes,9/2/15,,OH,Oval,15 minutes,8/27/15,,OK,Other,5 seconds,5/22/15,,OR,Diamond,~30 seconds,8/27/15,,PA,Fireball,1 minute,9/11/15,,RI,Unknown,5 minutes,6/5/15,,SC,Light,~40 minutes,7/17/15,,SD,Light,10 minutes,8/22/14,,TN,Fireball,2 seconds,8/6/15,,TX,Circle,40 seconds,9/11/15,,UT,Light,19:00,4/30/15,,VA,Fireball,30 seconds,8/6/15,,VT,Light,100 seocds,4/17/15,,WA,Unknown,10 minutes,8/27/15,,WI,Light,30 seconds per orb,7/31/15,,WV,Light,6 hours,5/29/15,,WY,Teardrop,10 seconds,9/5/14
AK,Disk,1 hour,3/13/15,,AL,Unknown,10 minutes,4/23/15,,AR,Sphere,<1 minute,2/20/15,,AZ,Light,10 minutes,8/13/15,,CA,Triangle,45 seconds,9/17/15,,CO,Other,2 minutes,8/27/15,,CT,Unknown,,6/5/15,,DC,Cylinder,4 seconds,1/12/12,,DE,Light,5-7 minutes,11/6/14,,FL,Unknown,10 seconds,8/27/15,,GA,Circle,3 seconds,8/13/15,,HI,Triangle,1.5 hours +,11/6/14,,IA,Sphere,4 seconds,5/22/15,,ID,Sphere,3-4 minutes,5/29/15,,IL,Triangle,60 seconds,8/27/15,,IN,Disk,uncertain,7/3/15,,KS,Changing,3-5 minutes,8/27/15,,KY,Light,Seconds,5/13/15,,LA,Light,15 seconds,6/15/15,,MA,,,8/13/15,,MD,Circle,3 minutes,7/10/15,,ME,Circle,5 minutes,6/19/15,,MI,Circle,10 minutes,8/27/15,,MN,Circle,25 minutes,8/13/15,,MO,Circle,20 seconds,7/23/15,,MS,Light,>15 minutes,4/23/15,,MT,Circle,3-5 minutes,4/17/15,,NC,Disk,5 minutes,8/6/15,,ND,Diamond,7 seconds,8/30/13,,NE,Unknown,10 minutes,9/25/14,,NH,Cigar,90 minutes,7/3/15,,NJ,Unknown,15 minutes,8/6/15,,NM,Formation,3 minutes,3/13/15,,NV,Disk,20 minutes,7/10/15,,NY,Formation,1 minute,9/2/15,,OH,Diamond,5 minutes,8/27/15,,OK,Unknown,5 seconds,5/22/15,,OR,Oval,~3 minutes,8/27/15,,PA,Circle,45 seconds,9/11/15,,RI,Circle,1 hour,7/10/15,,SC,Triangle,30 seconds,7/3/15,,SD,Teardrop,15 minutes,8/15/14,,TN,Circle,5 minutes,8/13/15,,TX,Formation,7 seconds,8/27/15,,UT,Changing,10 minutes,4/23/15,,VA,Unknown,10 minutes,8/6/15,,VT,,10 minutes,4/17/15,,WA,Other,5 15 min,9/11/15,,WI,Other,1 second,7/31/15,,WV,Other,3 seconds,5/8/15,,WY,Triangle,1 minute,8/22/14
